price,mileage,power,prod_year,seats_num,fuel,color,link
79000,177000,340,2011,7,Benzyna,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-benz-gl-450-stan-idealny-2011r-4-7-v8-fullopcja-zarejestrowan-ID6FpDxI.html
59000,178400,340,2007,7,Benzyna,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-stan-idealny100-bezwypadkowy-oryginalny-lakier-szyby-ID6FvZsV.html
125000,280000,333,2015,7,Benzyna,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-4-0-benzyna-333km-7-osob-super-stan-mozliwa-zamiana-ID6FrIKM.html
190000,82000,258,2013,7,Diesel,Brązowy,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl350-bluetec-pakiet-gls-6-3-ID6BuZnd.html
134990,118670,435,2014,7,Benzyna,Granatowy,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-gl-450-idealny-4matic-full-niski-przebieg-118600km-ID6FliVw.html
199000,98000,333,2016,7,Benzyna,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-gl450-3-0-v6-367km-ID6FyABv.html
88500,178000,225,2010,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-pierwszy-wlasciciel-stan-idealny-ID6FwW4n.html
125000,91009,211,2011,7,Diesel,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-gl-350-bluetec-distronic-kamera-cofania-ddb-auto-bogacka-ID6Fu3LZ.html
124900,270000,258,2013,7,Diesel,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-350-bluetec-4-matic-bi-xenon-ils-navi-full-vat-od-faktury-ID6FjfRK.html
118900,168000,340,2013,5,Benzyna+LPG,Inny kolor,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-full-opcja-gaz-lpg-zarejestrowany-pl-ID6FqVyu.html
229900,22936,435,2013,7,Benzyna,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-550-pakiet-amg-przebieg-tylko-22-tys-km-ID6FyGfT.html
89999,158000,388,2011,7,Benzyna+LPG,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-gl-550-v8-gaz-7-os-full-opcja-najbogatsza-doinwestowany-1r-gwaranc-ID6FyGAi.html
76000,90810,333,2016,5,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-2016-mercedes-benz-gl-450-4matic-benzyna-4x4-automat-ID6FxV9Y.html
33000,190000,388,2009,,Benzyna,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-kupiony-gl-550-po-wszystkich-oplatach-ID6Fvgnu.html
94900,174312,340,2011,7,Benzyna+LPG,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-instalacja-gazowa-bezwypadkowy-ID6Frs3O.html
65000,330000,306,2010,5,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-450-7-osobowy-ID6EWX3Q.html
64000,314600,225,2009,7,Diesel,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-drugi-wlasciciel-serwisowany-stan-bardzo-dobry-ID6FpkKm.html
69987,352750,265,2011,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-cena-netto-56900-zl-ID6FtXy3.html
52999,314000,225,2007,,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-benzyna-gl-ID6FxlFW.html
163999,193000,258,2014,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-350cdi-amg-salon-pl-bezwypadek-serwis-7osob-panorama-max-opcja-ID6FklcI.html
121770,178000,388,2012,7,Benzyna,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-550-amg-7os-harman-kardon-zamiana-ID6EQLPD.html
89000,133438,362,2016,7,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-2016-3-0l-4x4-od-ubezpieczalni-ID6Fy0Q6.html
169000,193000,258,2013,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-salon-polska-pakiet-amg-kamery-360-harman-kardon-ID6FxeNl.html
129900,141000,340,2013,7,Benzyna,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-4-7biturbobixenon7osszyberel-fotelenaviplel-klapakamcofania-ID6FqqGL.html
126900,134000,340,2013,7,Benzyna,Inny kolor,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-kamera-navi-skora-7-osobowe-perfekcyjne-auto-pl-ID6FmJVa.html
149000,167000,340,2013,7,Benzyna,Niebieski,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-pakiet-amg-ID6Fy4Hx.html
98000,190600,558,2015,7,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-gl63-amg-1-wlasciciel-w-drodze-do-kraju-ID6Fxunn.html
68886,171000,265,2010,7,Diesel,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-idealny-stan-techniczny-dealer-sprzedaje-ID6EWj1n.html
154999,211909,258,2013,7,Diesel,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-350-polecam-lodz-fv-23-ID6FviWm.html
62900,357000,306,2010,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-pierwszy-wlasciciel-salon-pl-ID6ENxg8.html
169900,225138,558,2014,7,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-63amg-7-osobowy-salon-polska-pierwszy-wlasciciel-regularnie-serwisowan-ID6F3Ak1.html
59900,211000,388,2007,7,Benzyna+LPG,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-5-5-cm-benzyna-gaz-felgi-21-cali-ful-opcja-okazja-ID6FxxHt.html
139000,109000,333,2016,7,Benzyna,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-benz-gl-450-3-0-benzyna-2016r-ID6Fof9j.html
179000,116000,260,2016,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-stan-perfekcyjny-7-osobowy-super-wyposazony-patrz-opis-ID6FxGNj.html
128800,269000,258,2014,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-pakiet-amg-stan-bardzo-dobry-prywatny-wlasciciel-ID6Fz0L4.html
45000,326312,306,2007,7,Diesel,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-samochod-rodzinny-ID6Fxmhg.html
129500,91000,333,2015,7,Benzyna,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl450-pakiet-amg-3-0-benzyna-pakiet-amg-ID6Ev5C5.html
44000,333100,306,2009,7,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-450-v8-4x4-salon-polska-ID6Fvhbi.html
164900,112000,258,2015,7,Diesel,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-gl350-amg-sportpaket-airmatic-panorama-dach-distronic-night-vision-ID6DTZuc.html
69999,255000,306,2008,7,Diesel,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-ID6Fj3NR.html
61000,221000,211,2010,7,Diesel,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-ID6Ff9pS.html
139000,180000,435,2015,7,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-550-v8-bi-turbo-pakiet-amg-ID6FycWe.html
259530,160000,558,2014,7,Benzyna,Szary,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-63-amg-f-vat-ID6FtnPO.html
189000,173000,258,2014,7,Diesel,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-benz-gl-350-ID6F6ZGB.html
171000,181000,435,2013,7,Benzyna,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-x166-bezwypadkowy-550-amg-distronic-kamery-360-ID6Fw19o.html
41500,440000,306,2007,5,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl-420-cdi-4xmatic-ID6Fxv0x.html
115000,105000,388,2008,7,Benzyna,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl550-w164-2008rok-import-japonia-105000-km-fv-ID6FjyJb.html
135000,168000,258,2013,7,Diesel,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-pakiet-amg-krajowy-bezwypadkowy-ID6FoAMA.html
99999,177100,435,2014,7,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-ID6Fo432.html
64900,261000,306,2010,5,Diesel,Czarny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-full-opcja-4-0-diesel-306-km-ID6FvoLp.html
85000,270000,265,2011,5,Diesel,Srebrny,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-sprzedam-mercedes-gl-x164-ID6Fz4Dk.html
45000,297000,340,2008,7,Benzyna+LPG,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-mercedes-gl450-w164-2008-7-osobowy-benzyna-lpg-ID6FpHId.html
185115,223000,558,2013,7,Benzyna,Biały,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-gl-sprzedam-mercedesa-gl63-amg-558-km-salon-pl-ID6FrLqR.html
